CT.PA.1,CT.PA.2,KD.PA.3,KD.PA.4,CT.SI.5,KD.SI.6,CT.SI.7
FBgn0027568,1223,1492,1491,1614,2501,1980,2018
FBgn0027569,1410,1586,1376,1452,2817,2276,2054
FBgn0027571,45615,44741,64515,62055,89203,87574,68992
FBgn0027572,505,621,637,712,1061,978,946
FBgn0027574,313,284,283,317,708,530,433
FBgn0027578,673,883,707,610,2257,1291,1840
FBgn0027579,943,1045,886,931,1970,1344,1302
FBgn0027580,1210,1220,731,831,1922,876,1647
FBgn0027581,945,1037,1205,1270,2136,1817,1507
FBgn0027582,1382,1570,1545,1621,3343,2575,2434
FBgn0027583,535,677,666,828,1052,985,836
FBgn0027585,56,48,32,24,100,36,28
FBgn0027587,730,786,724,692,2039,1395,1044
FBgn0027588,3447,4056,3806,4227,7822,4999,5657
FBgn0027590,351,398,295,326,864,453,645
FBgn0027592,911,934,898,994,2114,1476,1390
FBgn0027594,6122,6202,4690,5022,10782,6072,7820
FBgn0027596,740,741,448,426,1388,593,697
FBgn0027597,207,261,406,449,473,606,361
FBgn0027598,4640,4895,5947,6777,9941,8986,5286
FBgn0027599,262,243,281,329,640,540,368
FBgn0027601,365,345,286,323,641,503,520
FBgn0027602,354,402,471,490,852,633,638
FBgn0027603,1261,1244,1302,1321,3250,2574,2075
FBgn0027605,2688,3100,2799,3111,5441,3739,3231
FBgn0027607,1442,1652,1519,1660,3282,2247,2603
FBgn0027609,481,558,496,616,929,715,740
FBgn0027610,1082,1359,1150,1291,2473,1770,1712
FBgn0027611,1753,2085,2232,2297,4040,3804,2941
FBgn0027615,131,185,206,226,347,296,332
FBgn0027616,1297,1426,1446,1609,2606,2007,1495
FBgn0027617,133,175,168,171,357,320,208
FBgn0027619,1027,1393,1275,1503,4065,3057,1935
FBgn0027620,1506,1471,1331,1372,3685,2483,2281
FBgn0027621,657,663,548,592,1030,741,827
FBgn0027655,2270,2095,2382,2304,4115,3242,2842
FBgn0027657,248,356,238,277,789,443,487
FBgn0027660,66,74,69,78,116,116,130
FBgn0027779,1385,1744,1543,1773,2727,2265,2320
FBgn0027780,215,279,274,311,549,499,387
FBgn0027783,1067,1111,1043,1115,2769,2154,1729
FBgn0027784,95,106,117,145,173,153,126
FBgn0027785,650,853,921,989,1608,1282,1042
FBgn0027786,680,844,914,997,1722,1706,1334
FBgn0027791,637,698,699,663,929,630,656
FBgn0027794,576,615,662,703,900,735,751
FBgn0027795,37,57,64,83,83,59,73
FBgn0027835,5913,6622,7222,7419,14219,10846,10218
FBgn0027836,1853,2152,3398,3748,3479,4037,2828
FBgn0027841,146,174,204,200,335,302,170
FBgn0027843,367,533,686,760,918,1121,489
FBgn0027864,57,75,45,70,227,149,134
FBgn0027865,210,199,369,320,688,996,361
FBgn0027866,1265,1416,1350,1406,3342,2584,1921
FBgn0027868,1294,1530,1445,1512,2062,1506,1776
FBgn0027872,59,117,110,145,250,239,165
FBgn0027873,417,549,508,557,951,879,722
FBgn0027885,1395,1511,1931,2097,3889,4226,2400
FBgn0027889,710,874,1063,1086,1676,1571,1210
FBgn0027903,329,366,395,430,719,581,624
FBgn0027929,315,371,482,568,474,643,429
FBgn0027930,727,917,969,1086,1839,1590,1288
FBgn0027932,8508,9270,11543,13036,20730,19130,10783
FBgn0027936,319,339,452,508,1027,884,593
FBgn0027945,94,104,160,217,324,364,215
FBgn0027948,4889,4655,6586,6201,12398,12506,7578
FBgn0027949,721,903,1459,1535,1783,2118,1171
FBgn0027950,228,315,348,411,500,438,381
FBgn0027951,1668,1665,1738,1756,3721,2590,2192
FBgn0028274,586,706,703,752,1217,866,821
FBgn0028292,248,321,358,332,664,483,528
FBgn0028325,1953,2398,1981,2093,3993,2376,2849
FBgn0028327,1870,2399,3693,4023,4482,4893,2789
FBgn0028331,3472,3806,3031,3601,7055,3850,4258
FBgn0028336,929,1156,1307,1410,2082,1648,1640
FBgn0028341,858,826,875,874,1563,1093,1033
FBgn0028342,875,1174,1332,1495,2106,1741,1651
FBgn0028343,1313,1492,1631,1795,2555,2336,1936
FBgn0028360,393,376,605,622,1031,889,601
FBgn0028372,154,190,202,232,413,403,260
FBgn0028373,16,26,51,59,50,93,18
FBgn0028375,447,444,609,631,1075,1172,861
FBgn0028380,320,362,322,345,774,713,635
FBgn0028382,125,201,199,213,458,328,267
FBgn0028387,249,284,261,293,717,552,381
FBgn0028394,111,145,68,99,252,152,195
FBgn0028397,275,235,166,165,830,450,424
FBgn0028398,110,138,132,146,427,232,184
FBgn0028399,2173,2783,2096,2448,4228,3230,3593
FBgn0028401,720,822,758,876,1815,1385,1181
FBgn0028402,209,243,265,288,458,393,335
FBgn0028406,127,134,146,140,329,328,245
FBgn0028408,30,36,27,19,65,54,44
FBgn0028411,198,332,373,417,720,636,452
FBgn0028419,1064,1360,1395,1511,2685,2246,2244
FBgn0028420,1247,1105,943,1012,2173,1431,1200
FBgn0028421,453,492,539,586,911,829,746
FBgn0028425,2408,2800,2542,2759,5913,3965,4561
FBgn0028426,376,448,388,467,1083,730,701
FBgn0028427,497,646,715,808,1415,1229,919
FBgn0028429,367,404,375,439,1083,830,637
FBgn0028430,694,937,853,917,3859,3643,3278
FBgn0028434,25,50,85,101,97,138,67
FBgn0028436,120,167,184,183,308,239,225
FBgn0028467,757,816,831,818,1691,1370,1318
FBgn0028468,600,854,769,843,1177,1229,1348
FBgn0028470,914,909,985,1050,2171,1769,1439
FBgn0028471,484,543,547,600,1205,909,695
FBgn0028473,17136,22108,14035,16172,35750,18333,21171
FBgn0028474,1239,1269,1335,1412,2355,1724,1558
FBgn0028475,926,1054,1163,1340,2249,1792,1513
FBgn0028476,684,703,745,774,1403,1265,1034
FBgn0028479,2175,2534,2237,2234,3810,3016,3430
FBgn0028480,1338,1534,1452,1619,2490,1849,2151
FBgn0028482,66,84,49,47,138,74,47
FBgn0028484,909,978,1002,1156,1732,1403,1161
FBgn0028487,250,311,259,297,665,435,469
FBgn0028490,6549,7025,5480,6372,12799,6450,6617
FBgn0028491,101,117,166,173,181,241,89
FBgn0028494,678,628,632,654,1438,1086,803
FBgn0028497,1018,1196,1159,1259,2321,1591,1501
FBgn0028499,128,156,171,212,201,194,157
FBgn0028500,936,1003,967,1001,1910,1350,1388
FBgn0028504,88,102,111,116,249,215,191
FBgn0028506,271,280,291,299,841,751,486
FBgn0028507,382,455,479,585,711,721,472
FBgn0028509,813,795,822,854,1475,1148,1151
FBgn0028513,56,31,28,23,100,101,7
FBgn0028514,401,432,256,252,1254,535,1093
FBgn0028515,897,1078,1062,1122,2280,1690,1530
FBgn0028523,387,436,443,469,846,1076,629
FBgn0028530,122,183,200,244,309,321,223
FBgn0028538,1136,1267,1390,1366,2311,1986,1997
FBgn0028539,1540,1604,1672,1665,3708,3182,2427
FBgn0028540,63,106,57,64,206,108,187
FBgn0028541,1110,1223,1281,1421,2484,2265,1901
FBgn0028542,927,1344,633,727,1438,663,1465
FBgn0028543,565,727,453,500,904,507,666
FBgn0028546,446,621,607,676,1117,1112,810
FBgn0028550,109,102,133,107,289,212,121
FBgn0028552,290,392,366,433,730,730,672
FBgn0028554,861,980,1105,1040,1652,1635,1273
FBgn0028563,788,908,596,635,1538,983,1375
FBgn0028572,191,222,218,236,353,230,286
FBgn0028573,61,58,91,89,124,130,46
FBgn0028577,2009,2125,2018,2203,4088,2587,2111
FBgn0028579,391,441,454,496,909,773,592
FBgn0028582,1406,1430,1374,1607,3862,3049,2100
FBgn0028646,503,551,485,470,1033,687,646
FBgn0028647,143,136,149,172,356,307,201
FBgn0028648,161,196,201,268,457,311,243
FBgn0028662,1362,1873,1921,1917,2984,2844,2968
FBgn0028663,547,721,589,770,1260,1237,1072
FBgn0028664,79,91,61,82,258,185,150
FBgn0028665,1442,1909,1835,2105,3003,2609,2566
FBgn0028670,2243,2828,3410,3735,4577,4503,3950
FBgn0028671,2110,2255,1939,2116,4080,2801,2592
FBgn0028675,141,139,150,176,299,251,141
FBgn0028683,78,124,108,109,269,310,255
FBgn0028684,590,719,863,942,1313,1474,1043
FBgn0028685,1105,1344,1466,1541,2206,1748,1607
FBgn0028686,1342,1763,2111,2094,2750,2730,2325
FBgn0028687,1656,2118,2289,2566,3870,3309,2987
FBgn0028688,863,1071,1163,1371,1804,1402,1399
FBgn0028689,1477,1712,1796,1928,3432,3061,2620
FBgn0028690,982,1165,1416,1576,2680,2554,1751
FBgn0028691,530,694,773,853,1346,1374,1028
FBgn0028692,2426,2714,3335,3685,4555,4499,3774
FBgn0028693,535,673,824,809,1274,1128,1039
FBgn0028694,894,1166,1405,1546,2036,2002,1569
FBgn0028695,1797,2044,2507,2834,3576,3069,3187
FBgn0028697,10132,16946,13466,13248,32485,31006,26070
FBgn0028700,213,265,247,292,455,283,329
FBgn0028703,445,499,423,430,876,712,677
FBgn0028704,21,21,29,30,65,58,44
FBgn0028707,30,45,36,34,72,65,65
FBgn0028708,141,179,173,181,344,277,243
FBgn0028717,1056,1194,1009,1056,2103,1372,1299
FBgn0028734,2727,2593,3066,3149,5508,4764,3660
FBgn0028737,5293,7025,6810,7182,11471,8897,8838
FBgn0028740,50,43,75,79,114,95,58
FBgn0028744,813,895,832,922,1952,1264,1363
FBgn0028746,49,66,81,84,227,168,93
FBgn0028833,710,1003,983,1037,1654,1444,1154
FBgn0028836,291,355,334,421,759,659,454
FBgn0028837,296,346,405,429,598,483,444
FBgn0028863,102,128,143,134,275,264,114
FBgn0028886,67,85,84,92,158,153,87
FBgn0028894,386,491,431,444,1334,1078,907
FBgn0028895,40,59,52,58,84,70,64
FBgn0028897,54,99,89,87,135,99,99
FBgn0028906,42,40,36,25,65,58,30
FBgn0028916,653,676,587,660,1136,840,1074
FBgn0028919,118,138,143,228,295,208,198
FBgn0028926,196,239,232,251,371,250,237
FBgn0028931,71,94,97,98,138,127,110
FBgn0028932,48,63,75,67,110,101,75
FBgn0028936,653,918,690,717,1251,1011,1575
FBgn0028940,254,364,284,320,794,519,622
FBgn0028952,38,58,63,62,135,132,77
FBgn0028953,1201,1292,1156,1420,3149,1945,1497
FBgn0028954,910,1073,1502,1412,2676,2788,1624
FBgn0028955,34,45,31,28,102,50,68
FBgn0028956,200,233,201,194,611,577,578
FBgn0028962,329,352,341,380,653,458,475
FBgn0028965,386,467,473,517,852,594,543
FBgn0028968,2283,2756,2593,2849,4455,3672,3656
FBgn0028969,3180,3825,3836,4275,6406,4899,4549
FBgn0028970,366,416,326,374,560,287,442
FBgn0028974,463,509,508,534,971,812,750
FBgn0028978,355,360,485,533,706,551,422
FBgn0028979,281,280,295,313,591,448,466
FBgn0028980,137,138,159,192,373,314,255
FBgn0028982,2800,2891,2958,3100,5056,3780,3537
FBgn0028983,217,266,264,329,481,396,324
FBgn0028984,4050,5331,4651,5376,8092,7284,6371
FBgn0028985,471,578,670,732,1265,1216,786
FBgn0028990,1064,1404,791,912,2192,972,1343
FBgn0028991,244,258,312,306,440,300,231
FBgn0028992,369,421,434,494,925,1028,720
FBgn0028993,43,38,30,21,209,245,124
FBgn0028996,27,19,28,28,79,60,60
FBgn0028997,107,156,149,186,334,318,251
FBgn0029002,621,816,1811,2098,1744,3406,530
FBgn0029006,1423,1565,1480,1501,3330,2280,2269
FBgn0029067,712,745,666,745,2221,1797,1385
FBgn0029079,271,359,368,413,642,513,578
FBgn0029088,672,694,847,887,1734,1648,1293
FBgn0029092,5984,7429,4851,5396,14876,8526,7542
FBgn0029093,8545,11682,9849,11241,16273,12372,12724
FBgn0029094,448,537,526,506,1070,858,784
FBgn0029095,3400,3804,2691,3137,5658,3383,4113
FBgn0029113,1427,1735,1894,2115,3535,2994,2414
FBgn0029114,1033,994,805,863,2376,1625,1572
FBgn0029117,88,120,124,145,254,171,150
FBgn0029118,319,385,473,535,778,728,552
FBgn0029121,110,144,138,198,218,235,197
FBgn0029131,1017,1118,970,1090,1838,1287,1423
FBgn0029133,1510,1870,1888,2024,4444,3785,2789
FBgn0029134,1064,1252,1479,1765,2196,1931,1673
FBgn0029147,492,618,1011,1018,1036,1338,1079
FBgn0029148,295,459,482,530,737,923,800
FBgn0029152,448,454,476,486,1021,1057,729
FBgn0029155,2705,2936,2756,3010,6123,4277,4615
FBgn0029157,852,868,982,988,1631,1084,996
FBgn0029158,135,159,164,184,306,232,227
FBgn0029167,3828,4002,961,923,8195,1542,5627
FBgn0029173,164,215,215,223,339,335,302
FBgn0029174,1263,1658,1691,1880,3141,3015,2350
FBgn0029176,18952,23781,21784,23785,35972,27001,26353
FBgn0029502,271,329,340,360,620,460,331
FBgn0029503,185,272,240,252,556,413,388
FBgn0029504,883,801,682,701,2113,1494,1186
FBgn0029506,5865,7511,9516,10298,15346,21974,14519
FBgn0029507,1055,1340,1200,1533,2057,1755,1574
FBgn0029512,605,717,787,815,1670,1300,1060
FBgn0029514,96,143,148,193,277,274,198
FBgn0029521,55,53,81,84,117,195,114
FBgn0029525,207,237,255,261,498,453,417
FBgn0029526,16,27,30,32,49,74,53
FBgn0029529,64,71,93,82,128,115,86
FBgn0029594,191,281,347,383,516,547,427
FBgn0029596,36,27,55,46,68,73,49
FBgn0029608,463,612,404,493,1080,576,921
FBgn0029629,3972,5121,4755,5502,9784,6323,5124
FBgn0029648,27,32,28,32,49,68,42
FBgn0029659,25,31,49,51,80,126,25
FBgn0029660,71,46,39,48,172,156,31
FBgn0029661,45,39,37,45,163,145,24
FBgn0029662,324,282,344,410,672,524,283
FBgn0029663,42,33,28,50,94,113,61
FBgn0029664,330,401,511,606,776,994,456
FBgn0029665,78,87,115,97,229,198,105
FBgn0029666,361,364,373,431,1163,1103,545
FBgn0029672,171,221,187,211,626,483,370
FBgn0029676,37,48,57,36,570,589,307
FBgn0029685,963,1115,931,1029,1813,1479,1633
FBgn0029686,45,59,55,44,119,138,135
FBgn0029687,1303,1378,1486,1686,4054,3806,2459
FBgn0029688,2623,2673,2671,2797,5357,3907,3394
FBgn0029689,220,245,245,282,409,346,327
FBgn0029693,353,461,548,576,854,891,592
FBgn0029704,337,384,435,464,882,718,667
FBgn0029706,531,658,587,614,1129,883,859
FBgn0029709,1074,1411,1438,1634,2367,1787,1696
FBgn0029711,109,126,129,168,255,188,135
FBgn0029713,293,390,477,497,708,692,459
FBgn0029714,127,195,168,192,305,283,276
FBgn0029715,469,493,499,552,1227,907,668
FBgn0029718,139,200,173,212,509,379,223
FBgn0029736,720,845,910,990,1337,1100,1015
FBgn0029737,873,1111,1146,1078,1233,1211,1333
FBgn0029738,1824,1882,1926,2206,5373,3482,2473
FBgn0029755,272,384,354,400,520,380,459
FBgn0029756,102,116,121,120,198,144,160
FBgn0029763,898,847,895,1038,1440,1240,974
FBgn0029766,16975,19953,11687,14249,33480,13343,9763
FBgn0029771,306,300,400,425,661,651,451
FBgn0029778,387,404,512,586,663,549,425
FBgn0029783,53,88,75,71,137,97,81
FBgn0029785,13941,22432,17910,19452,39396,33542,23055
FBgn0029789,252,266,299,344,472,379,432
FBgn0029791,184,156,121,118,219,115,34
FBgn0029798,391,508,400,441,967,684,785
FBgn0029799,46,48,38,76,91,69,62
FBgn0029800,74,88,56,64,180,146,129
FBgn0029801,1241,1299,788,909,3066,1254,1602
FBgn0029813,35,42,47,48,71,69,52
FBgn0029818,842,1009,986,1140,1450,1465,1285
FBgn0029819,434,491,527,598,747,716,730
FBgn0029820,947,1101,910,985,1827,1267,1190
FBgn0029821,59,75,58,72,136,121,86
FBgn0029822,472,457,487,525,973,716,531
FBgn0029823,1393,1737,2380,2456,2523,2590,2032
FBgn0029824,208,238,270,245,400,355,189
FBgn0029825,21,43,33,21,113,185,94
FBgn0029833,329,438,428,463,655,560,563
FBgn0029840,887,911,859,903,1492,997,1063
FBgn0029849,293,356,277,324,611,548,644
FBgn0029853,481,561,684,748,1218,932,819
FBgn0029854,224,295,319,357,549,611,367
FBgn0029856,36,93,108,85,259,411,554
FBgn0029857,407,520,461,548,791,577,579
FBgn0029858,132,139,180,166,151,177,199
FBgn0029861,437,429,612,691,762,817,463
FBgn0029867,1105,1237,1137,1291,2331,1680,1530
FBgn0029868,701,915,876,932,1612,1116,1126
FBgn0029870,1793,1964,1646,1802,3997,2485,2218
FBgn0029873,596,706,713,849,1457,947,628
FBgn0029874,250,288,333,342,420,353,319
FBgn0029878,1269,1359,1456,1620,3205,3148,1721
FBgn0029881,3596,3172,2447,2708,8207,4629,3725
FBgn0029882,575,883,833,978,1609,1379,1165
FBgn0029885,235,293,268,292,558,415,344
FBgn0029887,988,1065,1102,1280,1982,1467,1191
FBgn0029888,364,514,473,515,764,639,570
FBgn0029890,19,41,37,31,60,46,14
FBgn0029891,877,1009,881,991,1564,1051,1192
FBgn0029892,50,68,83,86,81,86,63
FBgn0029893,1744,1760,1492,1742,3388,1925,1779
FBgn0029894,270,237,225,247,700,425,238
FBgn0029895,79,98,137,144,189,220,62
FBgn0029896,540,543,97,112,1188,188,622
FBgn0029897,24328,35704,28668,31273,40341,25526,33438
FBgn0029899,2343,2253,2622,2736,5210,4153,3045
FBgn0029903,2686,2545,3239,3202,6150,5870,4271
FBgn0029905,502,537,558,601,975,595,488
FBgn0029906,238,274,269,306,386,344,323
FBgn0029911,526,546,525,580,1197,897,578
FBgn0029912,632,656,608,659,904,630,616
FBgn0029913,57,79,83,90,117,128,91
FBgn0029914,211,279,277,295,474,370,334
FBgn0029915,178,275,304,342,387,524,332
FBgn0029924,88,96,119,127,116,150,113
FBgn0029925,132,184,180,200,323,307,247
FBgn0029929,238,287,271,304,481,344,291
FBgn0029935,116,155,123,118,291,219,221
FBgn0029936,159,151,186,189,266,233,182
FBgn0029937,564,646,608,691,1039,749,674
FBgn0029941,1900,1919,2374,2565,3461,2863,2287
FBgn0029942,135,156,134,163,341,310,193
FBgn0029943,205,227,229,232,626,463,333
FBgn0029944,315,344,405,474,746,881,482
FBgn0029957,524,560,650,791,832,702,666
FBgn0029958,201,275,258,321,454,356,359
FBgn0029959,228,286,250,280,665,487,401
FBgn0029968,66,81,67,65,120,81,114
FBgn0029969,341,361,332,357,635,490,525
FBgn0029970,70,75,117,148,177,202,104
FBgn0029971,476,742,622,747,1419,1039,861
FBgn0029974,33,34,45,30,73,102,52
FBgn0029975,1441,1982,2541,2668,3364,3887,2763
FBgn0029976,1593,1769,1654,1772,3507,2472,2557
FBgn0029977,29,23,35,43,33,45,48
FBgn0029979,2126,1858,1921,1931,5818,4875,2947
FBgn0029980,189,271,232,230,372,304,391
FBgn0029992,544,648,720,828,1264,1074,930
FBgn0029996,898,993,712,858,2548,1746,1331
FBgn0029997,143,176,183,155,319,232,194
FBgn0029999,343,406,485,525,740,662,519
FBgn0030000,263,312,289,310,548,359,438
FBgn0030001,32,27,50,37,34,52,28
FBgn0030003,381,489,472,507,840,593,530
FBgn0030004,56,54,73,80,93,81,81
FBgn0030006,79,98,86,108,177,138,106
FBgn0030007,531,622,651,750,1002,784,765
FBgn0030008,142,173,169,194,283,233,183
FBgn0030010,42,57,60,64,92,86,76
FBgn0030012,154,169,218,259,287,211,176
FBgn0030013,247,358,309,372,609,439,435
FBgn0030017,105,112,110,127,182,153,110
FBgn0030018,1095,1086,1094,1223,2049,1621,1418
FBgn0030025,143,192,227,218,498,403,246
FBgn0030026,126,170,206,250,193,269,161
FBgn0030028,28,23,33,28,69,71,30
FBgn0030030,77,110,100,91,240,221,159
FBgn0030034,1111,887,998,907,1751,1418,1070
FBgn0030035,883,1089,1315,1381,1642,1438,1476
FBgn0030037,360,405,722,752,848,1099,533
FBgn0030038,1101,1537,1546,1820,2290,2417,2049
FBgn0030039,115,160,126,152,208,223,279
FBgn0030040,1243,1600,2027,2439,2549,2493,2072
FBgn0030041,96,127,10,16,226,27,66
FBgn0030048,377,491,419,479,1327,1107,844
FBgn0030049,2084,2125,1960,2239,4030,2573,1888
FBgn0030052,5628,6054,5184,5574,11597,6372,6965
FBgn0030053,285,355,465,503,540,571,468
FBgn0030054,2000,1910,1621,1862,4500,2487,1898
FBgn0030055,233,273,217,298,450,325,323
FBgn0030056,899,985,1119,1203,2046,2152,1282
FBgn0030057,184,249,276,349,517,514,310
FBgn0030060,407,467,532,529,889,679,614
FBgn0030061,435,547,486,551,1084,750,709
FBgn0030063,136,188,134,201,419,284,244
FBgn0030065,1104,1125,1314,1548,1742,1359,1715
FBgn0030066,153,217,135,176,368,285,231
FBgn0030067,1302,1741,1414,1636,2987,1825,2060
FBgn0030071,48,33,54,38,108,116,80
FBgn0030073,422,486,429,470,615,442,396
FBgn0030077,331,395,272,354,532,300,299
FBgn0030079,1315,1941,2296,2574,2397,3422,2900
FBgn0030081,157,180,178,201,350,262,264
FBgn0030082,319,370,371,407,797,627,469
FBgn0030086,4406,5399,5983,6466,7550,7438,7652
FBgn0030087,1798,1894,2228,2323,3569,2752,2297
FBgn0030088,97,115,135,111,277,265,179
FBgn0030089,1785,1754,1950,2092,3124,2580,2290
FBgn0030090,122,127,89,109,301,213,321
FBgn0030091,653,685,782,825,1329,1042,834
FBgn0030092,100,123,141,166,250,175,167
FBgn0030093,1411,1330,1635,1514,2340,1702,1340
FBgn0030096,354,413,387,436,661,511,477
FBgn0030099,221,284,260,304,464,372,266
FBgn0030100,28,37,41,52,74,65,53
FBgn0030101,31,44,46,60,105,113,62
FBgn0030109,1452,1737,1810,1882,3797,3073,2756
FBgn0030114,894,947,700,850,1454,919,724
FBgn0030121,274,341,282,344,643,426,365
FBgn0030122,278,325,322,376,443,437,446
FBgn0030136,11292,16807,12650,14388,37830,25821,16635
FBgn0030137,44,66,52,44,153,122,85
FBgn0030141,473,506,603,694,1016,750,647
FBgn0030151,905,1045,1209,1376,1866,1899,1535
FBgn0030170,151,149,154,174,370,281,324
FBgn0030177,355,454,375,429,737,566,491
FBgn0030178,52,72,64,78,126,103,93
FBgn0030183,72,72,66,78,237,190,74
FBgn0030189,211,287,316,341,479,496,267
FBgn0030196,122,168,218,235,360,367,255
FBgn0030206,206,261,253,314,370,336,351
FBgn0030208,691,784,838,885,1604,1451,1036
FBgn0030217,73,81,95,90,121,126,115
FBgn0030218,64,99,101,95,174,138,97
FBgn0030228,286,290,286,341,550,382,326
FBgn0030230,593,670,612,684,929,787,840
FBgn0030234,91,96,112,119,228,242,155
FBgn0030237,1488,2086,917,1174,3706,1566,2439
FBgn0030239,166,232,242,249,425,398,302
FBgn0030240,566,619,540,639,1140,639,713
FBgn0030241,773,820,1119,1223,1274,1319,982
FBgn0030242,107,138,137,173,218,198,166
FBgn0030243,1593,1530,1492,1413,2562,1800,1711
FBgn0030245,1510,1946,1596,1903,3579,2148,2176
FBgn0030246,1018,1115,1216,1268,2030,1673,1370
FBgn0030263,1028,1476,1478,1636,2280,1944,1623
FBgn0030266,1944,1724,2020,1975,2980,2081,1760
FBgn0030268,2532,2404,3141,3399,4962,4416,3588
FBgn0030269,331,418,403,420,731,614,522
FBgn0030271,28,28,28,23,70,37,57
FBgn0030274,348,410,424,470,666,542,508
FBgn0030276,1214,1280,1199,1366,2538,1824,1595
FBgn0030286,1455,1521,1465,1606,2554,1956,1633
FBgn0030289,729,806,893,956,1186,928,1076
FBgn0030291,58,73,69,68,227,116,104
FBgn0030292,140,154,169,165,301,256,210
FBgn0030293,1118,1192,1322,1306,2030,1615,1605
FBgn0030294,157,184,171,158,423,446,213
FBgn0030300,93,85,68,79,170,117,115
FBgn0030301,703,701,728,783,1759,1321,987
FBgn0030305,259,351,507,464,582,744,454
FBgn0030306,669,809,785,845,1604,1241,1132
FBgn0030309,4519,5859,5544,6469,11269,7989,10004
FBgn0030310,1231,1842,1776,2096,2498,2669,2760
FBgn0030311,492,544,563,597,1267,794,527
FBgn0030314,406,480,491,545,824,629,499
FBgn0030316,637,764,803,903,1138,926,816
FBgn0030317,28,45,35,49,73,60,52
FBgn0030318,1182,1416,2119,2139,2906,2948,2299
FBgn0030320,467,500,590,625,1126,1140,791
FBgn0030321,1926,2162,2216,2485,4750,3713,2763
FBgn0030322,181,285,377,367,586,696,357
FBgn0030323,104,118,125,128,234,181,155
FBgn0030326,103,184,70,55,226,89,201
FBgn0030327,288,323,295,350,542,417,344
FBgn0030328,1447,1546,1677,1818,3220,2321,1707
FBgn0030329,516,699,648,675,1204,963,858
FBgn0030330,254,269,298,335,423,381,345
FBgn0030331,705,865,821,943,1257,1118,1204
FBgn0030332,335,434,427,516,678,484,534
FBgn0030334,5929,7406,7051,8167,14876,12985,10885
FBgn0030336,1006,1078,1201,1270,1613,1341,1118
FBgn0030340,750,786,827,988,1095,834,942
FBgn0030341,688,897,940,1114,1611,1411,1098
FBgn0030342,414,436,404,492,684,635,649
FBgn0030343,986,988,1600,1732,1638,1787,1426
